Nom de la commune,Populationtotal,Population_string,Premier_chiffre
Nouvion-le-Comte,258,258,2
Nouvion-le-Vineux,168,168,1
Nouvron-Vingré,227,227,2
Noyales,170,170,1
Noyant-et-Aconin,507,507,5
Ognes,1135,1135,1
Ohis,311,311,3
Oigny-en-Valois,159,159,1
Oisy,469,469,4
Ollezy,184,184,1
Omissy,795,795,7
Orainville,516,516,5
Orgeval,68,68,6
Origny-en-Thiérache,1481,1481,1
Origny-Sainte-Benoite,1701,1701,1
Osly-Courtil,334,334,3
Ostel,81,81,8
Oulches-la-Vallée-Foulon,86,86,8
Oulchy-la-Ville,131,131,1
Oulchy-le-Château,833,833,8
Paars,315,315,3
Paissy,77,77,7
Pancy-Courtecon,58,58,5
Papleux,128,128,1
Parcy-et-Tigny,263,263,2
Parfondeval,148,148,1
Parfondru,359,359,3
Pargnan,77,77,7
Pargny-Filain,259,259,2
Pargny-la-Dhuys,174,174,1
Pargny-les-Bois,132,132,1
Parpeville,195,195,1
Pasly,1039,1039,1
Passy-en-Valois,155,155,1
Passy-sur-Marne,128,128,1
Pavant,796,796,7
Pernant,672,672,6
Petit-Verly,149,149,1
Pierremande,281,281,2
Pierrepont,376,376,3
Pignicourt,199,199,1
Pinon,1780,1780,1
Pithon,84,84,8
Pleine-Selve,176,176,1
Le Plessier-Huleu,74,74,7
Ploisy,79,79,7
Plomion,464,464,4
Ployart-et-Vaurseine,21,21,2
Pommiers,699,699,6
Pont-Arcy,128,128,1
Pont-Saint-Mard,208,208,2
Pontavert,619,619,6
Pontru,261,261,2
Pontruet,349,349,3
Pouilly-sur-Serre,505,505,5
Prémont,713,713,7
Prémontré,661,661,6
Presles-et-Boves,369,369,3
Presles-et-Thierny,400,400,4
Priez,52,52,5
Prisces,106,106,1
Proisy,339,339,3
Proix,146,146,1
Prouvais,326,326,3
Proviseux-et-Plesnoy,123,123,1
Puiseux-en-Retz,220,220,2
Puisieux-et-Clanlieu,298,298,2
Quierzy,426,426,4
Quincy-Basse,61,61,6
Quincy-sous-le-Mont,61,61,6
Raillimont,83,83,8
Ramicourt,155,155,1
Regny,206,206,2
Remaucourt,309,309,3
Remies,236,236,2
Remigny,359,359,3
Renansart,168,168,1
Renneval,116,116,1
Résigny,187,187,1
Ressons-le-Long,780,780,7
Retheuil,372,372,3
Reuilly-Sauvigny,210,210,2
Ribeauville,63,63,6
Ribemont,2009,2009,2
Rocourt-Saint-Martin,293,293,2
Rocquigny,366,366,3
Rogécourt,106,106,1
Rogny,113,113,1
Romeny-sur-Marne,517,517,5
Romery,83,83,8
Ronchères,115,115,1
Roucy,405,405,4
Rougeries,247,247,2
Roupy,237,237,2
Rouvroy,522,522,5
Rouvroy-sur-Serre,41,41,4
Royaucourt-et-Chailvet,255,255,2
Rozet-Saint-Albin,320,320,3
Rozières-sur-Crise,232,232,2
Rozoy-Bellevalle,119,119,1
Rozoy-sur-Serre,1022,1022,1
Saconin-et-Breuil,235,235,2
Sains-Richaumont,1063,1063,1
Saint-Algis,156,156,1
Saint-Aubin,296,296,2
Saint-Bandry,271,271,2
Saint-Christophe-à-Berry,452,452,4
Saint-Clément,50,50,5
Saint-Erme-Outre-et-Ramecourt,1763,1763,1
Saint-Eugène,246,246,2
Saint-Gengoulph,152,152,1
Saint-Gobain,2320,2320,2
Saint-Gobert,272,272,2
Saint-Mard,115,115,1
Saint-Martin-Rivière,118,118,1
Saint-Michel,3475,3475,3
Saint-Nicolas-aux-Bois,120,120,1
Saint-Paul-aux-Bois,393,393,3
Saint-Pierre-Aigle,343,343,3
Saint-Pierre-lès-Franqueville,55,55,5
Saint-Pierremont,44,44,4
Saint-Quentin,55098,55098,5
Saint-Rémy-Blanzy,222,222,2
Saint-Simon,643,643,6
Saint-Thibaut,78,78,7
Saint-Thomas,84,84,8
Sainte-Croix,131,131,1
Sainte-Geneviève,71,71,7
Sainte-Preuve,83,83,8
Samoussy,391,391,3
Sancy-les-Cheminots,102,102,1
Saponay,294,294,2
Saulchery,732,732,7
Savy,631,631,6
Seboncourt,1109,1109,1
Selens,254,254,2
La Selve,223,223,2
Septmonts,571,571,5
Les Septvallons,1200,1200,1
Septvaux,179,179,1
Sequehart,217,217,2
Serain,414,414,4
Seraucourt-le-Grand,786,786,7
Serches,316,316,3
Sergy,154,154,1
Seringes-et-Nesles,280,280,2
Sermoise,351,351,3
Servais,293,293,2
Serval,54,54,5
Séry-lès-Mézières,587,587,5
Silly-la-Poterie,128,128,1
Sinceny,2082,2082,2
Sissonne,2133,2133,2
Sissy,478,478,4
Soissons,29176,29176,2
Soize,102,102,1
Sommelans,62,62,6
Sommeron,151,151,1
Sommette-Eaucourt,194,194,1
Sons-et-Ronchères,240,240,2
Sorbais,278,278,2
Soucy,98,98,9
Soupir,279,279,2
Le Sourd,170,170,1
Surfontaine,102,102,1
Taillefontaine,282,282,2
Tannières,16,16,1
Tartiers,171,171,1
Tavaux-et-Pontséricourt,581,581,5
Tergnier,13642,13642,1
Terny-Sorny,336,336,3
Thenailles,227,227,2
Thenelles,555,555,5
Thiernu,102,102,1
Le Thuel,169,169,1
Torcy-en-Valois,75,75,7
Toulis-et-Attencourt,130,130,1
Travecy,679,679,6
Trefcon,85,85,8
Trélou-sur-Marne,967,967,9
Troësnes,231,231,2
Trosly-Loire,624,624,6
Trucy,148,148,1
Tugny-et-Pont,279,279,2
Tupigny,338,338,3
Ugny-le-Gay,184,184,1
Urcel,594,594,5
Urvillers,670,670,6
Vadencourt,549,549,5
Vailly-sur-Aisne,2040,2040,2
La Vallée-au-Blé,368,368,3
La Vallée-Mulâtre,151,151,1
Vallées en Champagne,575,575,5
Variscourt,201,201,2
Vassens,156,156,1
Vasseny,219,219,2
Vassogne,90,90,9
Vaucelles-et-Beffecourt,274,274,2
Vaudesson,244,244,2
Vaux-Andigny,936,936,9
Vaux-en-Vermandois,154,154,1
Vauxaillon,546,546,5
Vauxbuin,806,806,8
Vauxrezis,327,327,3
Vauxtin,39,39,3
Vendelles,118,118,1
Vendeuil,963,963,9
Vendhuile,568,568,5
Vendières,168,168,1
Vendresse-Beaulne,103,103,1
Vénérolles,226,226,2
Venizel,1395,1395,1
Verdilly,477,477,4
Le Verguier,221,221,2
Vermand,1123,1123,1
Verneuil-sous-Coucy,132,132,1
Verneuil-sur-Serre,256,256,2
Versigny,475,475,4
Vervins,2660,2660,2
Vesles-et-Caumont,234,234,2
Veslud,248,248,2
Veuilly-la-Poterie,162,162,1
Vézaponin,126,126,1
Vézilly,189,189,1
Vic-sur-Aisne,1676,1676,1
Vichel-Nanteuil,87,87,8
Viel-Arcy,180,180,1
Viels-Maisons,1247,1247,1
Vierzy,445,445,4
Viffort,325,325,3
Vigneux-Hocquet,271,271,2
La Ville-aux-Bois-lès-Dizy,207,207,2
La Ville-aux-Bois-lès-Pontavert,148,148,1
Ville-Savoye,83,83,8
Villemontoire,189,189,1
Villeneuve-Saint-Germain,2533,2533,2
Villeneuve-sur-Aisne,2740,2740,2
Villeneuve-sur-Fère,291,291,2
Villequier-Aumont,671,671,6
Villeret,306,306,3
Villers-Agron-Aiguizy,77,77,7
Villers-Cotterêts,11309,11309,1
Villers-Hélon,223,223,2
Villers-le-Sec,275,275,2
Villers-lès-Guise,170,170,1
Villers-Saint-Christophe,447,447,4
Villers-sur-Fère,533,533,5
Villiers-Saint-Denis,1138,1138,1
Vincy-Reuil-et-Magny,118,118,1
Viry-Noureuil,1743,1743,1
Vivaise,719,719,7
Vivières,406,406,4
Voharies,73,73,7
Vorges,378,378,3
Voulpaix,379,379,3
Voyenne,326,326,3
Vregny,93,93,9
Vuillery,44,44,4
Wassigny,975,975,9
Watigny,385,385,3
Wiège-Faty,205,205,2
Wimy,494,494,4
Wissignicourt,173,173,1
Œuilly,293,293,2
Abrest,2978,2978,2
Agonges,323,323,3
Ainay-le-Château,1020,1020,1
Andelaroche,265,265,2
Archignat,340,340,3
Arfeuilles,665,665,6
Arpheuilles-Saint-Priest,363,363,3
Arronnes,388,388,3
Aubigny,168,168,1
Audes,447,447,4
Aurouër,422,422,4
Autry-Issards,331,331,3
Avermes,4064,4064,4
Avrilly,138,138,1
Bagneux,331,331,3
Barberier,145,145,1
Barrais-Bussolles,198,198,1
Bayet,712,712,7
Beaulon,1675,1675,1
Beaune-d'Allier,298,298,2
Bègues,229,229,2
Bellenaves,1039,1039,1
Bellerive-sur-Allier,8763,8763,8
Bert,249,249,2
Bessay-sur-Allier,1365,1365,1
Besson,786,786,7
Bézenet,971,971,9
Billezois,388,388,3
Billy,793,793,7
Biozat,860,860,8
Bizeneuille,303,303,3
Blomard,250,250,2
Bost,192,192,1
Boucé,520,520,5
Le Bouchaud,218,218,2
Bourbon-l'Archambault,2632,2632,2
Braize,260,260,2
Bransat,519,519,5
Bresnay,390,390,3
Bressolles,1141,1141,1
Le Brethon,337,337,3
Le Breuil,549,549,5
Broût-Vernet,1244,1244,1
Brugheas,1517,1517,1
Busset,930,930,9
Buxières-les-Mines,1088,1088,1
La Celle,423,423,4
Cérilly,1335,1335,1
Cesset,426,426,4
La Chabanne,197,197,1
Chambérat,311,311,3
Chamblet,1126,1126,1
Chantelle,1100,1100,1
Chapeau,238,238,2
La Chapelaude,1022,1022,1
La Chapelle,383,383,3
La Chapelle-aux-Chasses,213,213,2
Chappes,235,235,2
Chareil-Cintrat,365,365,3
Charmeil,999,999,9
Charmes,404,404,4
Charroux,370,370,3
Chassenard,1010,1010,1
Château-sur-Allier,181,181,1
Châtel-de-Neuvre,551,551,5
Châtel-Montagne,352,352,3
Châtelperron,150,150,1
Châtelus,109,109,1
Châtillon,320,320,3
Chavenon,135,135,1
Chavroches,250,250,2
Chazemais,507,507,5
Chemilly,651,651,6
Chevagnes,679,679,6
Chezelle,177,177,1
Chézy,248,248,2
Chirat-l'Église,131,131,1
Chouvigny,235,235,2
Cindré,309,309,3
Cognat-Lyonne,704,704,7
Colombier,344,344,3
Commentry,6427,6427,6
Contigny,604,604,6
Cosne-d'Allier,2073,2073,2
Coulandon,712,712,7
Coulanges,357,357,3
Couleuvre,588,588,5
Courçais,327,327,3
Coutansouze,155,155,1
Couzon,307,307,3
Créchy,464,464,4
Cressanges,641,641,6
Creuzier-le-Neuf,1192,1192,1
Creuzier-le-Vieux,3405,3405,3
Cusset,13142,13142,1
Deneuille-lès-Chantelle,83,83,8
Deneuille-les-Mines,371,371,3
Désertines,4508,4508,4
Deux-Chaises,401,401,4
Diou,1423,1423,1
Domérat,8946,8946,8
Dompierre-sur-Besbre,3097,3097,3
Le Donjon,1096,1096,1
Doyet,1214,1214,1
Droiturier,343,343,3
Durdat-Larequille,1446,1446,1
Ébreuil,1294,1294,1
Échassières,392,392,3
Escurolles,807,807,8
Espinasse-Vozelle,1018,1018,1
Estivareilles,1119,1119,1
Étroussat,664,664,6
Ferrières-sur-Sichon,569,569,5
La Ferté-Hauterive,306,306,3
Fleuriel,339,339,3
Fourilles,200,200,2
Franchesse,483,483,4
Gannat,6032,6032,6
Gannay-sur-Loire,413,413,4
Garnat-sur-Engièvre,717,717,7
Gennetines,685,685,6
Gipcy,244,244,2
Gouise,222,222,2
La Guillermie,129,129,1
Haut-Bocage,908,908,9
Hauterive,1183,1183,1
Hérisson,632,632,6
Huriel,2702,2702,2
Hyds,334,334,3
Isle-et-Bardais,278,278,2
Isserpent,547,547,5
Jaligny-sur-Besbre,590,590,5
Jenzat,523,523,5
Laféline,200,200,2
Lalizolle,389,389,3
Lamaids,227,227,2
Langy,278,278,2
Lapalisse,3201,3201,3
Laprugne,328,328,3
Lavault-Sainte-Anne,1198,1198,1
Lavoine,148,148,1
Lenax,258,258,2
Lételon,109,109,1
Liernolles,221,221,2
Lignerolles,755,755,7
Limoise,191,191,1
Loddes,166,166,1
Loriges,359,359,3
Louchy-Montfand,453,453,4
Louroux-Bourbonnais,216,216,2
Louroux-de-Beaune,168,168,1
Louroux-de-Bouble,247,247,2
Luneau,293,293,2
Lurcy-Lévis,1932,1932,1
Lusigny,1752,1752,1
Magnet,1006,1006,1
Malicorne,810,810,8
Marcenat,409,409,4
Marcillat-en-Combraille,935,935,9
Marigny,210,210,2
Mariol,816,816,8
Le Mayet-d'École,272,272,2
Le Mayet-de-Montagne,1467,1467,1
Mazerier,306,306,3
Mazirat,286,286,2
Meaulne-Vitray,904,904,9
Meillard,324,324,3
Meillers,142,142,1
Mercy,264,264,2
Mesples,126,126,1
Molinet,1183,1183,1
Molles,924,924,9
Monestier,294,294,2
Monétay-sur-Allier,534,534,5
Monétay-sur-Loire,270,270,2
Montaigu-le-Blin,312,312,3
Montaiguët-en-Forez,321,321,3
Montbeugny,692,692,6
Montcombroux-les-Mines,316,316,3
Monteignet-sur-l'Andelot,267,267,2
Le Montet,471,471,4
Montilly,516,516,5
Montluçon,36746,36746,3
Montmarault,1544,1544,1
Montoldre,641,641,6
Montord,216,216,2
Montvicq,744,744,7
Moulins,20227,20227,2
Murat,312,312,3
Nades,157,157,1
Nassigny,186,186,1
Naves,121,121,1
Néris-les-Bains,2646,2646,2
Neuilly-en-Donjon,225,225,2
Neuilly-le-Réal,1489,1489,1
Neure,188,188,1
Neuvy,1819,1819,1
Nizerolles,328,328,3
Noyant-d'Allier,643,643,6
Paray-le-Frésil,399,399,3
Paray-sous-Briailles,642,642,6
Périgny,451,451,4
La Petite-Marche,182,182,1
Pierrefitte-sur-Loire,523,523,5
Le Pin,418,418,4
Poëzat,151,151,1
Pouzy-Mésangy,412,412,4
Prémilhat,2507,2507,2
Quinssaines,1512,1512,1
Reugny,252,252,2
Rocles,383,383,3
Rongères,578,578,5
Ronnet,177,177,1
Saint-Angel,789,789,7
Saint-Aubin-le-Monial,274,274,2
Saint-Bonnet-de-Four,216,216,2
Saint-Bonnet-de-Rochefort,712,712,7
Saint-Bonnet-Tronçais,734,734,7
Saint-Caprais,95,95,9
Saint-Christophe,481,481,4
Saint-Clément,307,307,3
Saint-Désiré,456,456,4
Saint-Didier-en-Donjon,263,263,2
Saint-Didier-la-Forêt,387,387,3
Saint-Éloy-d'Allier,43,43,4
Saint-Ennemond,644,644,6
Saint-Étienne-de-Vicq,543,543,5
Saint-Fargeol,195,195,1
Saint-Félix,325,325,3
Saint-Genest,414,414,4
Saint-Gérand-de-Vaux,392,392,3
Saint-Gérand-le-Puy,1002,1002,1
Saint-Germain-de-Salles,434,434,4
Saint-Germain-des-Fossés,3722,3722,3
Saint-Hilaire,548,548,5
Saint-Léger-sur-Vouzance,275,275,2
Saint-Léon,560,560,5
Saint-Léopardin-d'Augy,405,405,4
Saint-Loup,582,582,5
Saint-Marcel-en-Marcillat,138,138,1
Saint-Marcel-en-Murat,130,130,1
Saint-Martin-des-Lais,124,124,1
Saint-Martinien,615,615,6
Saint-Menoux,1077,1077,1
Saint-Nicolas-des-Biefs,173,173,1
Saint-Palais,166,166,1
Saint-Pierre-Laval,363,363,3
Saint-Plaisir,390,390,3
Saint-Pont,671,671,6
Saint-Pourçain-sur-Besbre,428,428,4
Saint-Pourçain-sur-Sioule,5280,5280,5
Saint-Priest-d'Andelot,149,149,1
Saint-Priest-en-Murat,230,230,2
Saint-Prix,815,815,8
Saint-Rémy-en-Rollat,1741,1741,1
Saint-Sauvier,351,351,3
Saint-Sornin,229,229,2
Saint-Victor,2137,2137,2
Saint-Voir,197,197,1
Saint-Yorre,2614,2614,2
Sainte-Thérence,191,191,1
Saligny-sur-Roudon,760,760,7
Sanssat,264,264,2
Saulcet,718,718,7
Saulzet,390,390,3
Sauvagny,91,91,9
Sazeret,153,153,1
Serbannes,851,851,8
Servilly,301,301,3
Seuillet,515,515,5
Sorbier,321,321,3
Souvigny,1878,1878,1
Sussat,107,107,1
Target,266,266,2
Taxat-Senat,200,200,2
Teillet-Argenty,566,566,5
Terjat,206,206,2
Le Theil,408,408,4
Theneuille,379,379,3
Thiel-sur-Acolin,1141,1141,1
Thionne,323,323,3
Tortezais,178,178,1
Toulon-sur-Allier,1169,1169,1
Treban,396,396,3
Treignat,404,404,4
Treteau,532,532,5
Trévol,1684,1684,1
Trézelles,417,417,4
Tronget,911,911,9
Urçay,274,274,2
Ussel-d'Allier,163,163,1
Valignat,77,77,7
Valigny,388,388,3
Vallon-en-Sully,1593,1593,1
Varennes-sur-Allier,3633,3633,3
Varennes-sur-Tèche,254,254,2
Vaumas,550,550,5
Vaux,1146,1146,1
Veauce,39,39,3
Venas,243,243,2
Vendat,2274,2274,2
Verneix,614,614,6
Le Vernet,1998,1998,1
Verneuil-en-Bourbonnais,246,246,2
Vernusse,159,159,1
Le Veurdre,465,465,4
Vichy,24523,24523,2
Vicq,337,337,3
Vieure,285,285,2
Le Vilhain,283,283,2
Villebret,1352,1352,1
Villefranche-d'Allier,1371,1371,1
Villeneuve-sur-Allier,1087,1087,1
Viplaix,308,308,3
Voussac,490,490,4
Ygrande,791,791,7
Yzeure,13625,13625,1
Aiglun,1467,1467,1
Allemagne-en-Provence,567,567,5
Allons,145,145,1
Allos,804,804,8
Angles,68,68,6
Annot,1079,1079,1
Archail,15,15,1
Aubenas-les-Alpes,98,98,9
Aubignosc,607,607,6
Authon,62,62,6
Auzet,103,103,1
Banon,985,985,9
Barcelonnette,2800,2800,2
Barles,136,136,1
Barras,146,146,1
Barrême,440,440,4
Bayons,187,187,1
Beaujeu,133,133,1
Beauvezer,384,384,3
Bellaffaire,149,149,1
Bevons,294,294,2
Beynes,134,134,1
Blieux,60,60,6
Bras-d'Asse,578,578,5
Braux,125,125,1
La Brillanne,1164,1164,1
Brunet,284,284,2
Le Brusquet,986,986,9
Le Caire,73,73,7
Castellane,1564,1564,1
Le Castellard-Mélan,65,65,6
Le Castellet,299,299,2
Castellet-lès-Sausses,138,138,1
Céreste,1219,1219,1
Le Chaffaut-Saint-Jurson,803,803,8
Champtercier,864,864,8
Château-Arnoux-Saint-Auban,5248,5248,5
Châteaufort,28,28,2
Châteauneuf-Miravail,69,69,6
Châteauneuf-Val-Saint-Donat,524,524,5
Châteauredon,74,74,7
Chaudon-Norante,185,185,1
Clamensane,175,175,1
Claret,274,274,2
Clumanc,216,216,2
Colmars,501,501,5
La Condamine-Châtelard,159,159,1
Corbières-en-Provence,1216,1216,1
Cruis,647,647,6
Curbans,587,587,5
Curel,56,56,5
Dauphin,844,844,8
Demandolx,138,138,1
Digne-les-Bains,17329,17329,1
Draix,117,117,1
Enchastrayes,408,408,4
Entrages,106,106,1
Entrepierres,391,391,3
Entrevaux,874,874,8
Entrevennes,171,171,1
L' Escale,1424,1424,1
Esparron-de-Verdon,403,403,4
Estoublon,493,493,4
Faucon-de-Barcelonnette,335,335,3
Faucon-du-Caire,54,54,5
Fontienne,130,130,1
Forcalquier,5103,5103,5
Le Fugeret,202,202,2
Ganagobie,96,96,9
La Garde,92,92,9
Gigors,61,61,6
Gréoux-les-Bains,2681,2681,2
Hautes-Duyes,43,43,4
L' Hospitalet,90,90,9
Jausiers,1159,1159,1
La Javie,410,410,4
Lambruisse,100,100,1
Lardiers,129,129,1
Le Lauzet-Ubaye,188,188,1
Limans,379,379,3
Lurs,392,392,3
Majastres,4,4,4
Malijai,2005,2005,2
Mallefougasse-Augès,331,331,3
Mallemoisson,1071,1071,1
Mane,1375,1375,1
Manosque,22992,22992,2
Marcoux,479,479,4
Méailles,117,117,1
Les Mées,3778,3778,3
Melve,121,121,1
Méolans-Revel,347,347,3
Mézel,677,677,6
Mirabeau,521,521,5
Mison,1161,1161,1
Montagnac-Montpezat,435,435,4
Montclar,426,426,4
Montfort,335,335,3
Montfuron,210,210,2
Montjustin,59,59,5
Montlaux,197,197,1
Montsalier,140,140,1
Moriez,239,239,2
La Motte-du-Caire,565,565,5
Moustiers-Sainte-Marie,725,725,7
La Mure-Argens,333,333,3
Nibles,42,42,4
Niozelles,277,277,2
Noyers-sur-Jabron,531,531,5
Les Omergues,133,133,1
Ongles,381,381,3
Oppedette,53,53,5
Oraison,5955,5955,5
La Palud-sur-Verdon,352,352,3
Peipin,1499,1499,1
Peyroules,249,249,2
Peyruis,2907,2907,2
Piégut,190,190,1
Pierrerue,505,505,5
Pierrevert,3938,3938,3
Pontis,87,87,8
Prads-Haute-Bléone,183,183,1
Puimichel,248,248,2
Puimoisson,732,732,7
Quinson,426,426,4
Redortiers,86,86,8
Reillanne,1712,1712,1
Revest-des-Brousses,274,274,2
Revest-du-Bion,567,567,5
Revest-Saint-Martin,86,86,8
Riez,1882,1882,1
La Robine-sur-Galabre,305,305,3
La Rochegiron,103,103,1
La Rochette,70,70,7
Rougon,110,110,1
Roumoules,764,764,7
Saint-André-les-Alpes,1029,1029,1
Saint-Benoît,150,150,1
Saint-Étienne-les-Orgues,1330,1330,1
Saint-Geniez,98,98,9
Saint-Jacques,82,82,8
Saint-Jeannet,55,55,5
Saint-Julien-d'Asse,214,214,2
Saint-Julien-du-Verdon,147,147,1
Saint-Jurs,141,141,1
Saint-Laurent-du-Verdon,101,101,1
Saint-Lions,50,50,5
Saint-Maime,868,868,8
Saint-Martin-de-Brômes,602,602,6
Saint-Martin-les-Eaux,117,117,1
Saint-Martin-lès-Seyne,16,16,1
Saint-Michel-l'Observatoire,1263,1263,1
Saint-Paul-sur-Ubaye,193,193,1
Saint-Pierre,98,98,9
Saint-Pons,638,638,6
Saint-Vincent-sur-Jabron,202,202,2
Sainte-Croix-à-Lauze,89,89,8
Sainte-Croix-du-Verdon,123,123,1
Sainte-Tulle,3486,3486,3
Salignac,655,655,6
Saumane,121,121,1
Sausses,129,129,1
Selonnet,473,473,4
Senez,171,171,1
Seyne,1388,1388,1
Sigonce,439,439,4
Sigoyer,109,109,1
Simiane-la-Rotonde,612,612,6
Sisteron,7697,7697,7
Soleilhas,104,104,1
Sourribes,181,181,1
Tartonne,136,136,1
Thèze,240,240,2
Thoard,741,741,7
Thorame-Basse,229,229,2
Thorame-Haute,246,246,2
Les Thuiles,412,412,4
Turriers,327,327,3
Ubaye-Serre-Ponçon,759,759,7
Ubraye,93,93,9
Uvernet-Fours,600,600,6
Vachères,290,290,2
Val d'Oronaye,122,122,1
Val-de-Chalvagne,90,90,9
Valavoire,40,40,4
Valbelle,285,285,2
Valensole,3263,3263,3
Valernes,256,256,2
Vaumeilh,271,271,2
Venterol,243,243,2
Verdaches,60,60,6
Vergons,111,111,1
Le Vernet,132,132,1
Villars-Colmars,250,250,2
Villemus,194,194,1
Villeneuve,4271,4271,4
Volonne,1687,1687,1
Volx,3246,3246,3
Abriès-Ristolas,393,393,3
Aiguilles,438,438,4
Ancelle,931,931,9
L' Argentière-la-Bessée,2365,2365,2
Arvieux,369,369,3
Aspremont,362,362,3
Aspres-lès-Corps,107,107,1
Aspres-sur-Buëch,831,831,8
Aubessagne,710,710,7
Avançon,413,413,4
Baratier,613,613,6
Barcillonnette,141,141,1
Barret-sur-Méouge,223,223,2
La Bâtie-Montsaléon,255,255,2
La Bâtie-Neuve,2585,2585,2
La Bâtie-Vieille,354,354,3
La Beaume,157,157,1
Le Bersac,148,148,1
Bréziers,233,233,2
Briançon,11950,11950,1
Buissard,215,215,2
Ceillac,295,295,2
Cervières,192,192,1
Chabestan,133,133,1
Chabottes,848,848,8
Champcella,190,190,1
Champoléon,143,143,1
Chanousse,39,39,3
La Chapelle-en-Valgaudémar,107,107,1
Château-Ville-Vieille,355,355,3
Châteauneuf-d'Oze,31,31,3
Châteauroux-les-Alpes,1229,1229,1
Châteauvieux,509,509,5
Chorges,3053,3053,3
Crévoux,133,133,1
Crots,1102,1102,1
Dévoluy,993,993,9
Embrun,6566,6566,6
Éourres,141,141,1
L' Épine,202,202,2
Esparron,51,51,5
Espinasses,806,806,8
Étoile-Saint-Cyrice,32,32,3
Eygliers,803,803,8
La Fare-en-Champsaur,441,441,4
La Faurie,329,329,3
Forest-Saint-Julien,339,339,3
Fouillouse,248,248,2
Freissinières,216,216,2
La Freissinouse,870,870,8
Furmeyer,171,171,1
Gap,42487,42487,4
Garde-Colombe,548,548,5
Le Glaizil,167,167,1
La Grave,492,492,4
Guillestre,2427,2427,2
La Haute-Beaume,9,9,9
Jarjayes,463,463,4
Laragne-Montéglin,3568,3568,3
Lardier-et-Valença,352,352,3
Laye,241,241,2
Lazer,374,374,3
Lettret,182,182,1
Manteyer,436,436,4
Méreuil,87,87,8
Molines-en-Queyras,305,305,3
Monêtier-Allemont,294,294,2
Le Monêtier-les-Bains,1079,1079,1
Mont-Dauphin,166,166,1
Montbrand,62,62,6
Montclus,61,61,6
Montgardin,469,469,4
Montgenèvre,470,470,4
Montjay,106,106,1
Montmaur,527,527,5
Montrond,75,75,7
La Motte-en-Champsaur,223,223,2
Moydans,46,46,4
Neffes,764,764,7
Névache,367,367,3
Nossage-et-Bénévent,16,16,1
Le Noyer,296,296,2
Orcières,709,709,7
Orpierre,386,386,3
Les Orres,584,584,5
Oze,107,107,1
Pelleautier,740,740,7
La Piarre,95,95,9
Le Poët,819,819,8
Poligny,303,303,3
Prunières,304,304,3
Puy-Saint-André,487,487,4
Puy-Saint-Eusèbe,141,141,1
Puy-Saint-Pierre,558,558,5
Puy-Saint-Vincent,293,293,2
Puy-Sanières,292,292,2
Rabou,79,79,7
Rambaud,392,392,3
Réallon,260,260,2
Remollon,445,445,4
Réotier,202,202,2
Ribeyret,113,113,1
Risoul,658,658,6
La Roche-de-Rame,851,851,8
La Roche-des-Arnauds,1558,1558,1
Rochebrune,173,173,1
La Rochette,475,475,4
Rosans,479,479,4
Rousset,188,188,1
Saint-André-d'Embrun,683,683,6
Saint-André-de-Rosans,153,153,1
Saint-Apollinaire,146,146,1
Saint-Auban-d'Oze,91,91,9
Saint-Bonnet-en-Champsaur,2105,2105,2
Saint-Chaffrey,1653,1653,1
Saint-Clément-sur-Durance,313,313,3
Saint-Crépin,749,749,7
Saint-Étienne-le-Laus,291,291,2
Saint-Firmin,476,476,4
Saint-Jacques-en-Valgodemard,149,149,1
Saint-Jean-Saint-Nicolas,1140,1140,1
Saint-Julien-en-Beauchêne,128,128,1
Saint-Julien-en-Champsaur,365,365,3
Saint-Laurent-du-Cros,550,550,5
Saint-Léger-les-Mélèzes,361,361,3
Saint-Martin-de-Queyrières,1164,1164,1
Saint-Maurice-en-Valgodemard,131,131,1
Saint-Michel-de-Chaillol,348,348,3
Saint-Pierre-Avez,30,30,3
Saint-Pierre-d'Argençon,161,161,1
Saint-Sauveur,510,510,5
Saint-Véran,242,242,2
Sainte-Colombe,55,55,5
Le Saix,108,108,1
Saléon,94,94,9
Salérans,90,90,9
La Salle-les-Alpes,1006,1006,1
La Saulce,1587,1587,1
Le Sauze-du-Lac,150,150,1
Savines-le-Lac,1098,1098,1
Savournon,266,266,2
Serres,1314,1314,1
Sigottier,92,92,9
Sigoyer,685,685,6
Sorbiers,37,37,3
Tallard,2252,2252,2
Théus,209,209,2
Trescléoux,323,323,3
Upaix,455,455,4
Val Buëch-Méouge,1375,1375,1
Val-des-Prés,666,666,6
Valdoule,225,225,2
Vallouise-Pelvoux,1250,1250,1
Valserres,264,264,2
Vars,535,535,5
Ventavon,612,612,6
Veynes,3331,3331,3
Les Vigneaux,548,548,5
Villar-d'Arêne,325,325,3
Villar-Loubière,44,44,4
Villar-Saint-Pancrace,1526,1526,1
Vitrolles,212,212,2
Aiglun,91,91,9
Amirat,67,67,6
Andon,625,625,6
Antibes,74161,74161,7
Ascros,169,169,1
Aspremont,2218,2218,2
Auribeau-sur-Siagne,3312,3312,3
Auvare,33,33,3
Bairols,106,106,1
Le Bar-sur-Loup,3000,3000,3
Beaulieu-sur-Mer,3743,3743,3
Beausoleil,13744,13744,1
Belvédère,688,688,6
Bendejun,958,958,9
Berre-les-Alpes,1274,1274,1
Beuil,529,529,5
Bézaudun-les-Alpes,254,254,2
Biot,10084,10084,1
Blausasc,1602,1602,1
